"번호","지역","상호","주소","기간","상표","셀프여부","고급휘발유","휘발유","경유","실내등유"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220318","SK에너지","셀프","2227","2097","2037","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220319","SK에너지","셀프","2227","2097","2037","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220320","SK에너지","셀프","2227","2097","2037","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220321","SK에너지","셀프","2227","2097","2037","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220322","SK에너지","셀프","2267","2137","2057","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220323","SK에너지","셀프","2267","2137","2057","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220324","SK에너지","셀프","2267","2137","2057","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220325","SK에너지","셀프","2267","2137","2057","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220326","SK에너지","셀프","2267","2137","2057","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220327","SK에너지","셀프","2267","2137","2057","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220328","SK에너지","셀프","2267","2137","2057","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220329","SK에너지","셀프","2227","2097","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220330","SK에너지","셀프","2227","2097","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220331","SK에너지","셀프","2227","2097","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220401","SK에너지","셀프","2227","2097","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220402","SK에너지","셀프","2227","2097","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220403","SK에너지","셀프","2227","2097","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220404","SK에너지","셀프","2227","2097","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220405","SK에너지","셀프","2227","2097","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220406","SK에너지","셀프","2227","2097","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220407","SK에너지","셀프","2227","2097","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220408","SK에너지","셀프","2187","2057","1997","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220409","SK에너지","셀프","2187","2057","1997","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220410","SK에너지","셀프","2187","2057","1997","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220411","SK에너지","셀프","2187","2057","1997","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220412","SK에너지","셀프","2187","2057","1997","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220413","SK에너지","셀프","2187","2057","1997","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220414","SK에너지","셀프","2187","2057","1997","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220415","SK에너지","셀프","2187","2057","1997","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220416","SK에너지","셀프","2227","2057","1997","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220417","SK에너지","셀프","2227","2057","1997","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220418","SK에너지","셀프","2227","2057","1997","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220419","SK에너지","셀프","2227","2057","1997","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220420","SK에너지","셀프","2247","2077","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220421","SK에너지","셀프","2247","2077","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220422","SK에너지","셀프","2247","2077","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220423","SK에너지","셀프","2247","2077","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220424","SK에너지","셀프","2247","2077","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220425","SK에너지","셀프","2247","2077","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220426","SK에너지","셀프","2247","2077","2027","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220427","SK에너지","셀프","2260","2080","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220428","SK에너지","셀프","2260","2080","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220429","SK에너지","셀프","2260","2080","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220430","SK에너지","셀프","2278","2098","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220501","SK에너지","셀프","2278","2058","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220502","SK에너지","셀프","2278","2058","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220503","SK에너지","셀프","2278","2058","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220504","SK에너지","셀프","2278","2058","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220505","SK에너지","셀프","2278","2058","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220506","SK에너지","셀프","2278","2058","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220507","SK에너지","셀프","2278","2058","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220508","SK에너지","셀프","2278","2058","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220509","SK에너지","셀프","2278","2058","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220510","SK에너지","셀프","2278","2058","2055","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220511","SK에너지","셀프","2278","2058","2075","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220512","SK에너지","셀프","2278","2058","2075","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220513","SK에너지","셀프","2278","2058","2075","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220514","SK에너지","셀프","2305","2085","2090","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220515","SK에너지","셀프","2305","2085","2090","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220516","SK에너지","셀프","2305","2085","2090","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220517","SK에너지","셀프","2305","2085","2090","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220518","SK에너지","셀프","2305","2085","2090","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220519","SK에너지","셀프","2305","2085","2090","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220520","SK에너지","셀프","2305","2085","2090","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220521","SK에너지","셀프","2319","2099","2099","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220522","SK에너지","셀프","2319","2099","2099","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220523","SK에너지","셀프","2319","2099","2099","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220524","SK에너지","셀프","2347","2127","2097","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220525","SK에너지","셀프","2347","2127","2097","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220526","SK에너지","셀프","2347","2127","2097","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220527","SK에너지","셀프","2347","2127","2097","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220528","SK에너지","셀프","2347","2127","2097","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220529","SK에너지","셀프","2347","2127","2097","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220530","SK에너지","셀프","2347","2127","2097","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220531","SK에너지","셀프","2377","2157","2127","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220601","SK에너지","셀프","2377","2157","2127","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220602","SK에너지","셀프","2377","2157","2127","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220603","SK에너지","셀프","2377","2157","2127","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220604","SK에너지","셀프","2397","2177","2157","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220605","SK에너지","셀프","2397","2177","2157","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220606","SK에너지","셀프","2397","2177","2157","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220607","SK에너지","셀프","2397","2177","2157","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220608","SK에너지","셀프","2397","2177","2157","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220609","SK에너지","셀프","2397","2177","2157","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220610","SK에너지","셀프","2397","2177","2157","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220611","SK에너지","셀프","2397","2197","2197","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220612","SK에너지","셀프","2397","2197","2197","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220613","SK에너지","셀프","2397","2197","2197","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220614","SK에너지","셀프","2397","2197","2197","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220615","SK에너지","셀프","2427","2227","2227","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220616","SK에너지","셀프","2427","2227","2227","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220617","SK에너지","셀프","2427","2227","2227","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220618","SK에너지","셀프","2427","2227","2227","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220619","SK에너지","셀프","2427","2227","2227","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220620","SK에너지","셀프","2427","2227","2227","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220621","SK에너지","셀프","2427","2227","2227","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220622","SK에너지","셀프","2457","2257","2257","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220623","SK에너지","셀프","2457","2257","2287","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220624","SK에너지","셀프","2457","2257","2287","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220625","SK에너지","셀프","2457","2257","2287","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220626","SK에너지","셀프","2457","2257","2287","0"
"A0006039","서울 강남구","(유)동하석유 힐탑셀프주유소","서울 강남구 논현로 640","20220627","SK에너지","셀프","2487","2287","2297","0"
